model_output,target,scores,scores_inserts
hamba ngokushesha,Hamba ngokushesha.,"['11111111111111', '11111111111111']","['[]', '[]']"
hhahamba ngokushesha,Hamba ngokushesha.,"['11111111111111', '01111111111111']","['[]', '[]']"
hamba ungokushesha,Hamba ngokushesha.,['11111111111111'],['[]']
hamba ngokushesha,Hamba ngokushesha.,['11111111111111'],['[]']
hamba ngokushesha,Hamba ngokushesha.,['11111111111111'],['[]']
hamba ngokushisha,Hamba ngokushesha.,['11111111111111'],"['[""11""]']"
onje abafana babi ngempelana,Konje abafana babi ngempela na?,"['11111111111111111111111111111', '01111111111111111111111111111']","['[]', '[]']"
honje abafana babingempela na,Konje abafana babi ngempela na?,"['01111111111111111111110111111', '01111110111111010111110111111']","['[]', '[]']"
konje abafana babi ngempela na,Konje abafana babi ngempela na?,['11111111111111010111111111111'],['[]']
onje abafana babi ngempela na,Konje abafana babi ngempela na?,"['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
konje abafana babi ngempela na,Konje abafana babi ngempela na?,"['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
konje abafana babi ngempela na,Konje abafana babi ngempela na?,['11111111111111111111111111111'],['[]']
konje abafana babi ngempela na,Konje abafana babi ngempela na?,['11111111111111111111111111111'],['[]']
khoanje abafanababi ingiphelana,Konje abafana babi ngempela na?,['01111111111111011111000111111'],['[]']
kunye abafanabambi ingempilana,Konje abafana babi ngempela na?,['01101111111111010111110011111'],['[]']
khonje abafana babi ngempelana,Konje abafana babi ngempela na?,"['11111111111111111111111111111', '01111111111111010111111111111']","['[]', '[]']"
khonje abafana babi ngemphela na,Konje abafana babi ngempela na?,['01111110111111010111110111111'],['[]']
khonje abafana babi ingephila na,Konje abafana babi ngempela na?,['11111111111111111111111011111'],"['[""23""]']"
letha amanzi khona manje,Letha amanzi khona manje.,['1111111111111111111111'],['[]']
umzalwane ukhona na,Letha amanzi khona manje.,['1111111111111111111111'],['[]']
letha amanzikhona manje,Letha amanzi khona manje.,"['1111111111111111111111', '1111111111111111111111', '1111111111111111111111']","['[]', '[]', '[]']"
letha zamanzi khona manje,Letha amanzi khona manje.,"['1111111111111111111111', '1111111111111111111111', '1111111111111111111111']","['[]', '[]', '[]']"
letha zamanzi khona manje,Letha amanzi khona manje.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
letha zamanzi khona manje,Letha amanzi khona manje.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
letha amanzi khona manje,Letha amanzi khona manje.,['1111111111111111111111'],['[]']
liletha amanzi khona manje,Letha amanzi khona manje.,"['1111111111111111111111', '1111111111111111111111', '1111111111111111111111']","['[]', '[]', '[]']"
letha amanzi khona manje,Letha amanzi khona manje.,['1111111111111111111111'],['[]']
letha amanzi khona manje,Letha amanzi khona manje.,['1111111111111111111111'],['[]']
letha amanzi khona manje,Letha amanzi khona manje.,['1111111111111111111111'],['[]']
umzalwane ukhona na,Umzalwane ukhona na?,['11111111111111111'],['[]']
ningasebenzi,Umzalwane ukhona na?,['11111111111111111'],['[]']
umzawane ukhona na,Umzalwane ukhona na?,"['11110111111111111', '11111111111111111']","['[]', '[]']"
umzalwane ukhona na,Umzalwane ukhona na?,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[""3""]']"
umzalwane ukhona na,Umzalwane ukhona na?,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
umzalwane wukhona na,Umzalwane ukhona na?,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
umzalwane ukhona na,Umzalwane ukhona na?,['11111111111111111'],['[]']
umzalwane s] ukhona na,Umzalwane ukhona na?,"['11111111111111111', '11111110111111111', '11111110111111111']","['[]', '[""7""]', '[]']"
umzawane ukhona na,Umzalwane ukhona na?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
umzalwane ukhona na,Umzalwane ukhona na?,['11111111111111111'],['[]']
umzawane ukhona na,Umzalwane ukhona na?,['11111111111111111'],['[]']
lingasebenzi,Ningasebenzi.,"['11111101111', '11111111111', '11111101111']","['[]', '[]', '[]']"
ngihambe manje,Ningasebenzi.,['11111111111'],['[]']
ngingasebenzi,Ningasebenzi.,"['01111001111', '01111001111']","['[]', '[""0""]']"
ningasebenzi,Ningasebenzi.,['11111111111'],['[]']
ningasebenzi,Ningasebenzi.,['11111111111'],['[]']
ningasebenzi,Ningasebenzi.,"['11111111111', '11111111111']","['[]', '[]']"
ningasebenzi,Ningasebenzi.,['11111111111'],['[]']
ningasebenze,Ningasebenzi.,"['11011111111', '00011001111']","['[""0""]', '[""0""]']"
ningasebenzi,Ningasebenzi.,['11111101111'],['[]']
ningasebenzi,Ningasebenzi.,['11111111111'],['[]']
ingikasibenze,Ningasebenzi.,['11011001111'],"['[""0""]']"
ngihambe manje,Ngihambe manje?,"['1111111111111', '1101111111111']","['[]', '[]']"
uyabona,Ngihambe manje?,['1111111111111'],['[]']
ihamba manje,Ngihambe manje?,['1111111111111'],['[]']
ngihambe manje,Ngihambe manje?,"['1111111111111', '0111111111111', '0111111111111']","['[]', '[]', '[]']"
ngihambe manje,Ngihambe manje?,"['1111111111111', '1111111111111']","['[]', '[]']"
ngiyambe manje,Ngihambe manje?,['1101111111111'],['[]']
ngiahamba manje,Ngihambe manje?,['1111110111111'],['[]']
ngihamba manje,Ngihambe manje?,['1111110111111'],['[]']
ngihambe manje,Ngihambe manje?,['1111111111111'],['[]']
kihambe manje,Ngihambe manje?,['1111111111111'],['[]']
ngihambe manje,Ngihambe manje?,['1111111111111'],['[]']
uyabona,Uyabona.,"['1110111', '1110111']","['[]', '[]']"
ngiyazi kakhulu kunaye,Uyabona.,['1111111'],['[]']
uyabona,Uyabona.,"['1110111', '1110111']","['[]', '[]']"
uyabona,Uyabona.,"['1111111', '1111111']","['[]', '[]']"
uyabona,Uyabona.,"['1111111', '1111111', '1111111']","['[]', '[]', '[]']"
uyabona,Uyabona.,['1111111'],['[]']
uyabona,Uyabona.,['1111111'],['[]']
uyabona,Uyabona.,"['1110111', '1110111']","['[]', '[]']"
uyabona,Uyabona.,['1111111'],['[]']
uyabona,Uyabona.,['1110111'],['[]']
uyabona,Uyabona.,['1111111'],['[]']
ngiyazi khakhulu khonaye,Ngiyazi kakhulu kunaye.,['11111110111111011111'],['[]']
ngihlalile laphaya,Ngiyazi kakhulu kunaye.,['11111111111111111111'],['[]']
ingiyazi kakhulu kunaye,Ngiyazi kakhulu kunaye.,"['11111110111111011111', '11111110111111011111']","['[]', '[""0""]']"
ngiyazi kakhulu kunaye,Ngiyazi kakhulu kunaye.,['01111111111111111111'],['[]']
ngiyazi kakhulu kunaye,Ngiyazi kakhulu kunaye.,"['11111111111111111111', '11111111111111111111']","['[]', '[]']"
ngiyazi kakhulu kunaye,Ngiyazi kakhulu kunaye.,"['11111111111111111111', '11111111111111111111', '11111111111111111111']","['[]', '[]', '[]']"
ngiyazi kakhulu kunaye,Ngiyazi kakhulu kunaye.,['11111111111111111111'],['[]']
ingiyazi kakhulu ukhunya,Ngiyazi kakhulu kunaye.,"['11111110111111100000', '11111110111111000000']","['[]', '[""0""]']"
ngiyazi khakhulu kunaya,Ngiyazi kakhulu kunaye.,['11111110111111111111'],['[]']
ngiyazi kakhulu kunaye,Ngiyazi kakhulu kunaye.,['11111110111111011111'],['[]']
ngiyazi kakhulu mkanye,Ngiyazi kakhulu kunaye.,['11111110111111000000'],['[]']
ngihlalile laphaya,Ngihlalile laphaya.,['110111111111111'],['[]']
abantu baningi,Ngihlalile laphaya.,['111111111111111'],['[]']
ingihlaleli laphaya,Ngihlalile laphaya.,"['111110101111111', '111100001111111']","['[]', '[]']"
lihlalile laphaya,Ngihlalile laphaya.,"['111111111111111', '111111111111111']","['[]', '[]']"
engihlalile laphaya,Ngihlalile laphaya.,['111111111111111'],['[]']
ngihlalile laphaya,Ngihlalile laphaya.,"['111111111111111', '111111111111111']","['[]', '[]']"
ngihlalile laphaya,Ngihlalile laphaya.,['111111111111111'],['[]']
ingihlalile laphaya,Ngihlalile laphaya.,['110111111111111'],['[]']
ngihlalile laphaya,Ngihlalile laphaya.,['111111111111111'],['[]']
kihlalile laphaya,Ngihlalile laphaya.,['011111111111111'],"['[""0""]']"
engihlalile laphaya,Ngihlalile laphaya.,['111111111111111'],"['[""0""]']"
abantu baningi,Abantu baningi.,['1011011111111'],['[]']
abantwana babuka umese,Abantu baningi.,['1111111111111'],['[]']
abantu baningi,Abantu baningi.,"['1111111111111', '1011111011111']","['[]', '[]']"
abantu baningi,Abantu baningi.,"['1111111111111', '1111111111111']","['[]', '[]']"
abantu baningi,Abantu baningi.,"['1111111111111', '1111111111111', '1111111111111']","['[]', '[]', '[]']"
abantu baningi,Abantu baningi.,"['1111111111111', '1111111111111']","['[]', '[]']"
abantu baningi,Abantu baningi.,['1111111111111'],['[]']
abantu baningi,Abantu baningi.,['1011111011111'],['[]']
abantu baningi,Abantu baningi.,['1011111011111'],['[]']
abantu baningi,Abantu baningi.,['1011011011111'],['[]']
abhanumbhakini,Abantu baningi.,['1111111110000'],"['[""9"", ""10"", ""11"", ""12"", ""13""]']"
abantwana babukha umese,Abantwana babuka ummese.,['11110111111111011111111'],['[]']
ubumpum phuthe kukhona,Abantwana babuka ummese.,['11111111111111111111111'],['[]']
abantwana babuka ummesi,Abantwana babuka ummese.,"['11111111110101111111110', '10111111110101111111110']","['[]', '[]']"
abantwana babuka umese,Abantwana babuka ummese.,"['11111111111111111111111', '11111111111111111111111', '11111111111111111110111']","['[]', '[]', '[]']"
abantwana babuka umisi,Abantwana babuka ummese.,['11111111111111111111111'],['[]']
abantwana babuka umeze,Abantwana babuka ummese.,"['11111111111111111101111', '11111111111111111110111']","['[]', '[]']"
abantwana babuka ummese,Abantwana babuka ummese.,['11111111111111111111111'],['[]']
abathwana babukha umese,Abantwana babuka ummese.,"['11110111111111011111111', '10100111110101011101111']","['[]', '[]']"
abantwana babuka umese,Abantwana babuka ummese.,['11111111110101111110111'],['[]']
abantwana babuka umese,Abantwana babuka ummese.,['11110111110101011111110'],['[]']
abaswana babukha umezi,Abantwana babuka ummese.,['11110111110101011110110'],['[]']
ubumpumpu te bukhona,Ubumpumpute bukhona.,"['101101101111111111', '111111111111111111', '101111111011111111']","['[]', '[]', '[]']"
izikhati sini,Ubumpumpute bukhona.,['111111111111011111'],['[]']
ubumphuthe bukhona,Ubumpumpute bukhona.,"['101101101111111111', '111101101011011111']","['[]', '[]']"
ubumpumpute bukhona,Ubumpumpute bukhona.,"['111111111111111111', '111111111111111111', '111111111011111111']","['[]', '[]', '[]']"
ubumpumputi bukhona,Ubumpumpute bukhona.,['111111111111111111'],['[]']
ubumpu pute bukhona,Ubumpumpute bukhona.,['111111111111111111'],"['[""0""]']"
ubumpumputhe bukon,Ubumpumpute bukhona.,['111111111011111111'],['[]']
uphumbumbute bukhona,Ubumpumpute bukhona.,"['101111111111111111', '101111111111011111']","['[]', '[]']"
ubumbumbutwe bukhona,Ubumpumpute bukhona.,['111111111111111111'],"['[""10""]']"
ubu mphuthe bukhona,Ubumpumpute bukhona.,['111101101011111111'],['[]']
umbumboomphuke bukhona,Ubumpumpute bukhona.,['111000000001111111'],['[]']
imilomo ibhanzi,Imilomo ibanzi.,['11111111101111'],['[]']
imilomo ibanzi,Imilomo ibanzi.,"['11111111111111', '11111111101111']","['[]', '[]']"
imiilomo ibhanzi,Imilomo ibanzi.,"['11111111111111', '11111111101111']","['[]', '[]']"
imilomo ibanzi,Imilomo ibanzi.,"['11111111111111', '11111111111111']","['[]', '[]']"
imilomo ibanzi,Imilomo ibanzi.,"['11111111111111', '11111111111111']","['[]', '[]']"
imilomo ibanzi,Imilomo ibanzi.,"['11111111111111', '11111111111111']","['[]', '[]']"
imilomo ibanzi,Imilomo ibanzi.,"['11111111111111', '11111111111111']","['[]', '[]']"
imilomo ibanzi,Imilomo ibanzi.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
imilomo ibanzi,Imilomo ibanzi.,['11111111101111'],['[]']
imilomo ibanzi,Imilomo ibanzi.,['11111111111111'],['[]']
imilomo ibanzi,Imilomo ibanzi.,"['11111111111111', '11111111101111']","['[]', '[]']"
imilomo abhazini,Imilomo ibanzi.,['11111111001011'],"['[""14""]']"
isikhathi sini,Isikhathi sini?,['101111111111'],['[]']
ubhi manje,Isikhathi sini?,['101111111111'],"['[""1""]']"
isikhathi sini,Isikhathi sini?,"['111111111111', '111111111111', '111111111111']","['[]', '[]', '[]']"
isikhathi sini,Isikhathi sini?,"['111111111111', '111111111111']","['[]', '[]']"
isikhathi sini,Isikhathi sini?,"['111111111111', '111111111111']","['[]', '[]']"
sikhatisini,Isikhathi sini?,['011111111111'],['[]']
isikhathi sini,Isikhathi sini?,['111111111111'],['[]']
isikhathi sine,Isikhathi sini?,['111111111111'],['[]']
isikhathi sini,Isikhathi sini?,['111111111111'],['[]']
isikhathi sini,Isikhathi sini?,['111111111111'],['[]']
izingati sini,Isikhathi sini?,['101011111111'],"['[""3""]']"
uphi manje,Uphi manje?,['111111111'],['[]']
ngiyafuna ukumbona impela,Uphi manje?,['111111111'],['[]']
uphi manje,Uphi manje?,['111111111'],['[]']
uphi manje,Uphi manje?,"['111111111', '111111111']","['[]', '[]']"
uphi manje,Uphi manje?,"['111111111', '111111111']","['[]', '[]']"
uphi manje,Uphi manje?,['111111111'],['[]']
uphi manje,Uphi manje?,"['111111111', '111111111']","['[]', '[]']"
uphi manje,Uphi manje?,"['111111111', '111111111']","['[]', '[]']"
uphi manje,Uphi manje?,"['111111111', '101111111']","['[]', '[]']"
uphi manje,Uphi manje?,['111111111'],['[]']
uphi manje,Uphi manje?,['111111111'],['[]']
ngiyafuna ukumbona impela,Ngiyafuna ukumbona impela.,['111111111101111111110111'],['[]']
akalethe ihhashi masinyane,Ngiyafuna ukumbona impela.,['111111111111111111111111'],['[]']
ngiyafuna ukumbona impela,Ngiyafuna ukumbona impela.,"['111111111101111111110111', '111111111101111111110111']","['[]', '[""0""]']"
ngiyafuna ukumbona impela,Ngiyafuna ukumbona impela.,"['111111111111111111111111', '011111111111111111111111']","['[]', '[]']"
ngiyafuna ukumbona impela,Ngiyafuna ukumbona impela.,"['111111111111111111111111', '111111111111111111111111']","['[]', '[]']"
yagkuna kumbona impela,Ngiyafuna ukumbona impela.,"['111111111111111111111111', '111111111111111111111111', '011111111111111111111111']","['[]', '[]', '[]']"
ngiyafuna ukumbona impela,Ngiyafuna ukumbona impela.,['111111111111111111111111'],['[]']
ngiyafuna ukhombona s] imphela,Ngiyafuna ukumbona impela.,"['111111111101111111110111', '111111111101101111110111']","['[]', '[""0""]']"
ngiyafuna ukumbona impela,Ngiyafuna ukumbona impela.,['111111111111111111111111'],['[]']
ngiyafuna ukumbona impela,Ngiyafuna ukumbona impela.,"['111111111111111111111111', '111111111111111111110111']","['[]', '[]']"
ngiyafuna ukubona impelwa,Ngiyafuna ukumbona impela.,['111111111101011111110111'],"['[""0"", ""23""]']"
akhalethe ihhashi masinyane,Akalethe ihhashi masinyane.,"['1011111110111111111111', '1111111111111111111111', '1011111110111111111111']","['[]', '[]', '[]']"
iluhlaza impela,Akalethe ihhashi masinyane.,['1111111111111111111111'],['[]']
akaletha ihhashi masinyane,Akalethe ihhashi masinyane.,['1011110110111111111111'],['[]']
akalethe ihhashi masinyane,Akalethe ihhashi masinyane.,['1111111111111111111111'],['[]']
akalethe ihhashi masinyane,Akalethe ihhashi masinyane.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
akalethe ihhaji masinyane,Akalethe ihhashi masinyane.,"['1111111111101111111111', '1111111111101111111111']","['[]', '[]']"
akalethe ihhashi masinyane,Akalethe ihhashi masinyane.,['1111111111111111111111'],['[]']
akalethi ishashi masingane,Akalethe ihhashi masinyane.,['1011111110111111110111'],['[]']
akhalethe ihhashi masinyane,Akalethe ihhashi masinyane.,['1011111110111111111111'],['[]']
akalethe ihhashi masinyale,Akalethe ihhashi masinyane.,['1011111110111111111111'],['[]']
akalethu ngehhashi masingane,Akalethe ihhashi masinyane.,['1111110101110111110111'],"['[""6"", ""8"", ""12""]']"
iluhlaza impela,Iluhlaza impela.,['11111111110111'],['[]']
sawubona mngane,Iluhlaza impela.,['11111111111111'],['[]']
ehluza impela,Iluhlaza impela.,"['10010111110111', '10000111110111']","['[]', '[]']"
ilu hlaza impela,Iluhlaza impela.,['11111111111111'],['[]']
iluhlaza impela,Iluhlaza impela.,['11111111111111'],['[]']
ilu hlaza impela,Iluhlaza impela.,"['11111111111111', '11111111111111']","['[]', '[]']"
iluhlaza impela,Iluhlaza impela.,['11111111111111'],['[]']
ilulazi impela,Iluhlaza impela.,"['11101101110111', '11101101110111']","['[]', '[]']"
iluhlaza impela,Iluhlaza impela.,['11111111111111'],['[]']
ilu s] iluhlaza impela,Iluhlaza impela.,['11111111111111'],['[]']
iluhlaza impelwa,Iluhlaza impela.,['11111111110111'],"['[""13""]']"
sawubonange,"Sawubona, mngane!","['11110111111111', '11110111111111', '11110111111111']","['[]', '[]', '[]']"
siyosebenza ngamandla,"Sawubona, mngane!",['11111111111111'],['[]']
sawubona mngani,"Sawubona, mngane!",['11110111111110'],['[]']
sawubonan,"Sawubona, mngane!","['11111111111111', '11111111111111']","['[]', '[]']"
sawubona mngani,"Sawubona, mngane!","['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
sawubonamng,"Sawubona, mngane!","['11111111111111', '11111111111111']","['[]', '[]']"
sawubona,"Sawubona, mngane!",['11111111111111'],['[]']
sawubona,"Sawubona, mngane!","['11111111111111', '11110111111111']","['[]', '[]']"
sawubona,"Sawubona, mngane!",['11110111111111'],['[]']
sawubona mngane,"Sawubona, mngane!","['11111111111111', '11111111111111']","['[]', '[]']"
sabubona,"Sawubona, mngane!",['11111111111111'],['[]']
siyosebenza ngamandla,Siyosebenza ngamandla.,['1111111111111111111'],['[]']
e kuyanjama kakhulu,Siyosebenza ngamandla.,['1111111111111111111'],['[]']
iyosebenza ingamandla,Siyosebenza ngamandla.,"['1111101111111111111', '1111100111111111111']","['[]', '[]']"
siyosebenza ngamandla,Siyosebenza ngamandla.,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
yosebenza ngamandla,Siyosebenza ngamandla.,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
siyosebenza ngamandla,Siyosebenza ngamandla.,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
siyosebenza ngamandla,Siyosebenza ngamandla.,['1111111111111111111'],['[]']
siyosebenza ngamandla,Siyosebenza ngamandla.,"['1111110111111111111', '1111110111111111111']","['[]', '[]']"
siyosebenza ngamandla,Siyosebenza ngamandla.,['1111110111111111111'],['[]']
siyosebenza ngamala,Siyosebenza ngamandla.,['1111111111111111111'],['[]']
siyosibenza ngamahlabaa,Siyosebenza ngamandla.,['1111100111111111111'],['[]']
ehhe,"Ehhe, uyajama kakhulu.",['101111111111011111'],['[]']
ningacele inyama baaze,"Ehhe, uyajama kakhulu.",['100111111111111111'],['[]']
e uya njama kakhulu,"Ehhe, uyajama kakhulu.",['000111111111011111'],['[]']
ehhe uyajama kakhulu,"Ehhe, uyajama kakhulu.","['111111111111111111', '111111111111111111', '111111111111111111']","['[]', '[]', '[]']"
ehhe k,"Ehhe, uyajama kakhulu.","['111111111111111111', '101111111111111111']","['[]', '[]']"
e uyajama kakhulu,"Ehhe, uyajama kakhulu.","['001111111111111111', '111111111111111111', '100111111111111111']","['[]', '[]', '[]']"
ehhe,"Ehhe, uyajama kakhulu.",['111111111111111111'],['[]']
euyajama kakhulu,"Ehhe, uyajama kakhulu.","['101111111111111111', '111111111111111111']","['[]', '[]']"
ehhe,"Ehhe, uyajama kakhulu.",['101111111111011111'],['[]']
uyajama kakhulu,"Ehhe, uyajama kakhulu.",['100111111111011111'],['[]']
euajma kakhulu,"Ehhe, uyajama kakhulu.",['100111111111011111'],['[]']
ningagcweli inyama bzi,"Ningaceli inyama, bafazi.","['111111111111111111111', '111111111111111111111']","['[]', '[]']"
sidonse amahhashi,"Ningaceli inyama, bafazi.",['111111101111111111111'],"['[""7""]']"
ingingaqeli iyamabhaazi,"Ningaceli inyama, bafazi.",['011101111101111111111'],['[]']
ningacela inyama bafazi,"Ningaceli inyama, bafazi.","['111111111111111111111', '111111111111111111111', '111111111111111111111']","['[]', '[]', '[]']"
ningaceli inyamaz,"Ningaceli inyama, bafazi.","['111111111111111111111', '111111111111111111111']","['[]', '[]']"
ningaceli inyama bafzi,"Ningaceli inyama, bafazi.","['111111111111111111111', '111111111111111111111']","['[]', '[]']"
ningaceli inyama,"Ningaceli inyama, bafazi.",['111111111111111111111'],['[]']
ningancele inyama baze,"Ningaceli inyama, bafazi.","['111101101111111111111', '111101101111111111111']","['[]', '[]']"
ningaceli inyama,"Ningaceli inyama, bafazi.",['111111111111111111111'],['[]']
ningasele inyama bzi,"Ningaceli inyama, bafazi.",['111101101111111011111'],['[]']
ingancele inyama bafazi,"Ningaceli inyama, bafazi.",['001111101111111111111'],"['[""0""]']"
sidonse amahhashi,Sidonse amahhashi.,"['111111111110111', '111111111111111', '111111111110111']","['[]', '[]', '[]']"
izindlela zinhle ziazikakulu,Sidonse amahhashi.,['111111111111111'],['[]']
sidonse amahhashi,Sidonse amahhashi.,"['111111111111111', '111111111111111', '111111111110111']","['[]', '[]', '[]']"
sidonse amahhashi,Sidonse amahhashi.,"['111111111111111', '111111111111111', '111111111111111']","['[]', '[]', '[]']"
sidonse amahhashi,Sidonse amahhashi.,"['111111111111111', '111111111111111']","['[""0""]', '[]']"
sidonsa amahhashi,Sidonse amahhashi.,"['111111111111111', '111111011111111']","['[]', '[]']"
sidonse amahhhashi,Sidonse amahhashi.,['111111111111111'],['[]']
sidonsi amashashi,Sidonse amahhashi.,['111111011110111'],['[]']
sidonse amahhashi,Sidonse amahhashi.,['111111111110111'],['[]']
sidonse amahhashi,Sidonse amahhashi.,['111111111110111'],['[]']
sindoniza amahhashi,Sidonse amahhashi.,['111100011110111'],['[]']
niyafuna ukusbenza na,Niyafuna ukusebenza na?,"['1111111111111011111111', '1111111111011001111111']","['[""13""]', '[]']"
niyafuna ukusebenza na,Niyafuna ukusebenza na?,"['1111111111011111111111', '1111111111011111111111']","['[]', '[]']"
ngiyafuna ukusebenza na,Niyafuna ukusebenza na?,"['0111111111011111111111', '0111111111111001111111', '0111111111111001111111']","['[]', '[""1""]', '[]']"
niyafuna ukusebenza na,Niyafuna ukusebenza na?,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
niyafuna ukusebenza na,Niyafuna ukusebenza na?,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
niyafuna ukusebenza na,Niyafuna ukusebenza na?,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
niyafuna ukusebenza na,Niyafuna ukusebenza na?,['1111111111111111111111'],['[]']
ngiyafuna ukusebenza na,Niyafuna ukusebenza na?,"['0111111111111101111111', '0111111111011101111111']","['[""0""]', '[""0""]']"
niyafuna ukusebenza na,Niyafuna ukusebenza na?,['1111111111011101111111'],['[]']
niyafuna ukusebenza na,Niyafuna ukusebenza na?,['1111111111111111111111'],['[]']
niyafuna ukusebenza na,Niyafuna ukusebenza na?,['1111111111011101111111'],['[]']
ingafuna uksbenza na,Niyafuna ukusebenza na?,['0000111111011001111111'],['[]']
izindlela zinhle ziai kakhulu,"Izindlela zinhle, zibanzi kakhulu.","['11111111111111111111111011111', '11111111111111111011011111111']","['[]', '[]']"
ngizothenga,"Izindlela zinhle, zibanzi kakhulu.",['11111111111111111111111111111'],['[]']
izindlela zinhlezikakulu,"Izindlela zinhle, zibanzi kakhulu.","['11111111111111111111111011111', '11111111111111111011111011111']","['[]', '[]']"
izindlela zinhle zakulu,"Izindlela zinhle, zibanzi kakhulu.","['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
izindlela zinhle,"Izindlela zinhle, zibanzi kakhulu.",['11111111111111111111111111111'],['[]']
izindlela zinhle zibanzi kakhul,"Izindlela zinhle, zibanzi kakhulu.","['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
izindlela zinhle,"Izindlela zinhle, zibanzi kakhulu.",['11111111111111111111111111111'],['[]']
izidlela zinhlezibanzi kaku,"Izindlela zinhle, zibanzi kakhulu.",['11111111111111111111111111111'],['[]']
izindlela zinhle,"Izindlela zinhle, zibanzi kakhulu.",['11111111111111111111111011111'],['[]']
izindlela zinhlezibanzi kakhulu,"Izindlela zinhle, zibanzi kakhulu.",['11111111111111111011111011111'],['[]']
izindlela zinhleli zibanzikakulu,"Izindlela zinhle, zibanzi kakhulu.",['11111111111111011011111011111'],"['[""14""]']"
ngizothenga,Ngizothenga.,"['11111111', '11111111']","['[]', '[]']"
siyabhacha,Ngizothenga.,['11111111'],['[]']
ngizothenga,Ngizothenga.,"['11111111', '11111111']","['[]', '[""0""]']"
ngizothenga,Ngizothenga.,"['11111111', '11111111']","['[]', '[]']"
ngizothenga,Ngizothenga.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
ngizothenga,Ngizothenga.,['11111111'],['[]']
ngizothenga,Ngizothenga.,['11111111'],['[]']
ingizothenga,Ngizothenga.,['11111111'],"['[""0""]']"
ngizothenga,Ngizothenga.,['11111111'],['[]']
ngizothenga,Ngizothenga.,['11111111'],['[]']
ngizothenga,Ngizothenga.,['11111111'],['[]']
siyabhakha,Siyabhaca.,['11111101'],['[]']
imimese ikhona na,Siyabhaca.,['11111111'],['[]']
yabhaqa,Siyabhaca.,"['11111101', '11111101']","['[]', '[]']"
iyabhaca,Siyabhaca.,['11111111'],['[]']
siyabhaca,Siyabhaca.,['11111111'],['[]']
fiya bhac,Siyabhaca.,['11111111'],['[]']
siyabhaca,Siyabhaca.,['11111111'],['[]']
siyabhangca,Siyabhaca.,"['11111101', '11111111']","['[""6""]', '[""6""]']"
siyabhaca,Siyabhaca.,['11110111'],['[]']
siyabhaca,Siyabhaca.,['11111111'],['[]']
siyabhaca,Siyabhaca.,"['11111111', '11111111']","['[]', '[]']"
imimese ikhona na,Imimese ikhona na? ,['11111111111111111'],['[]']
kufanele wenze lokho,Imimese ikhona na? ,['11111111111111111'],['[]']
imisi ikhona na,Imimese ikhona na? ,"['11100001111111111', '11000101111111111']","['[]', '[]']"
imimese ikhona na,Imimese ikhona na? ,['11111111111111111'],['[]']
imimese ikhona na adeniye,Imimese ikhona na? ,['11111111111111111'],['[]']
imimese ikhona naadenhie,Imimese ikhona na? ,"['11111111111111111', '11111111111111111']","['[]', '[]']"
imimese ikhona na,Imimese ikhona na? ,['11111111111111111'],['[]']
imimezi ikhona na,Imimese ikhona na? ,"['11111101111111111', '11111101111111111']","['[""6""]', '[]']"
imimese ikhona na,Imimese ikhona na? ,['11111111111111111'],['[]']
imimeza ikhona na,Imimese ikhona na? ,['11111101111111111'],['[]']
mesi ikhona na,Imimese ikhona na? ,['00011101111111111'],['[]']
kufanele wenze lokho,Kufanele wenze lokho.,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
ukubhala nokufunda kahlekulukhunibaana,Kufanele wenze lokho.,['1111111111111111111'],['[]']
kufanele wenza lokho,Kufanele wenze lokho.,['0111111111111011111'],['[]']
kufanele wenze lokho,Kufanele wenze lokho.,"['1111111111111111111', '1111111111111111111', '1111111111111111111']","['[]', '[]', '[]']"
ufanele wenze lokhu,Kufanele wenze lokho.,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
kufanele wenze lokhu,Kufanele wenze lokho.,"['1111111111111111111', '1111111111111111111', '1111111111111111110']","['[]', '[]', '[]']"
kufanele wenze lokho,Kufanele wenze lokho.,['1111111111111111111'],['[]']
